sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,legacy_sr_number,parent_sr_number,community_area,ward,electrical_district,electricity_grid,police_sector,police_district,police_beat,precinct,sanitation_division_days,x_coordinate,y_coordinate,latitude.x,longitude.x,location,bldg_id,latitude.y,longitude.y,complaint_violation,bldg_sq_fo,shape_area,stories,year_built,bldg_condi,graffiti_address,one_light_address,pot_holes_address,all_lights_address,tree_trims_address,tree_debris_address,alley_lights_address,garbage_carts_address,sanitation_code_address,rodent_baiting_address,abandoned_vehicles_address,abandoned_buildings_address,graffiti_community,one_light_community,pot_holes_community,all_lights_community,tree_trims_community,tree_debris_community,alley_lights_community,garbage_carts_community,sanitation_code_community,rodent_baiting_community,abandoned_vehicles_community,abandoned_buildings_community,hardship_index,complaint_violations,permit_violations,periodic_violations,registration_violations,logistic_probs,logistic_preds,lda_probs,lda_preds,gbm_probs,gbm_preds,log_rank,lda_rank,gbm_rank
sr18-00242618,no building permit and construction violation,bbd,,completed,phone call,2018-12-28,01/16/2019 11:19:43 pm,01/10/2019 12:44:21 pm,1000 w monroe st,NA,NA,60607,1000,w,monroe,st,FALSE,FALSE,NA,,28,25,7,n023,3,12,1232,31,friday,1169749.727,1899820.018,41.880609,-87.652154,"(41.880609, -87.652154)",888332,41.8805174,-87.65212707,0,0.475581914,0.296614062,-1.51537522,78.81949903,sound,2.079441542,2.564949357,1.791759469,1.791759469,0.693147181,0,0,0,0,1.098612289,1.098612289,0,3.245526265,1.289397729,2.003078699,0.86357514,0.6142005,0.133730999,0.266115066,0.55339619,0.380219357,0.833750241,0.388493362,0.043679046,-33.89042715,0,0,0,0,0.01457989,0,0.007746397,0,0.014165544,0,0.392557512,0.487031209,0.383532222
sr18-00242654,building violation,bba,,completed,mobile device,2018-12-28,01/16/2019 11:19:50 pm,01/10/2019 09:09:23 pm,5335 s carpenter st,NA,NA,60609,5335,s,carpenter,st,FALSE,FALSE,NA,,61,20,11,n034,3,9,934,25,wednesday,1170299.655,1869304.11,41.796858,-87.651024,"(41.796858, -87.651024)",474641,41.79681084,-87.65115797,0,0.156549311,-0.251920934,0.48462478,-25.18050097,needs minor repair,0.693147181,1.945910149,0,1.945910149,0,0,0,0,0,0,0,0,1.742095328,0.797781973,0.722510618,0.449032563,0.469915054,0.175318546,0.266517225,0.643817839,0.230651251,0.521236432,0.263921661,0.204931571,42.10957285,0,0,0,0,0.032643849,1,0.017590297,1,0.026800063,1,0.789902892,0.770738952,0.746340551
sr18-00242775,building violation,bba,,open,phone call,2018-12-28,01/16/2019 11:19:43 pm,,5023 w huron st,NA,NA,60644,5023,w,huron,st,FALSE,FALSE,NA,,25,37,6,d021,3,15,1532,34,tuesday,1142637.761,1904098.356,41.892897,-87.751601,"(41.892897, -87.751601)",346379,41.89300188,-87.7515985,1,0.261750579,-0.171048943,0.48462478,-19.18050097,needs minor repair,0,0.693147181,0,0,0,0,0,1.386294361,0,0,0,0,0.291315906,0.830305716,0.749556934,0.490031015,0.603289765,0.423072663,0.392334958,0.970591493,0.283285335,0.446665928,0.294915817,0.117634027,24.10957285,3.526360525,0,0,0,0.174329328,1,0.565967877,1,0.137280309,1,0.983027471,0.984088903,0.975006491
sr18-00243197,building violation,bba,,open,internet,2018-12-28,01/16/2019 11:17:19 pm,,422 w melrose st,NA,NA,60657,422,w,melrose,st,FALSE,FALSE,NA,,6,44,4,o014,2,19,1925,19,wednesday,1172691.97,1921991.282,41.941383,-87.640693,"(41.941383, -87.640693)",200222,41.94129993,-87.64041202,0,0.436237736,1.878122064,13.48462478,0.819499028,sound,0,1.098612289,0,0,0,0,0,0,0,0.693147181,0,0,2.548883428,0.524308153,0.993268512,0.228870606,0.636179079,0.098728497,0.189870713,0.503899989,0.308259429,1.360188054,0.256544503,0.009936959,-43.89042715,0,1.098612289,0,0,0.021607598,0,0.024595267,1,0.028300339,1,0.631186582,0.825040245,0.768228696
sr18-00252881,no building permit and construction violation,bbd,,open,internet,2018-12-31,01/16/2019 11:22:29 pm,,3439 w adams st,NA,NA,60624,3439,w,adams,st,FALSE,FALSE,NA,,27,28,7,h023,2,11,1123,25,thursday,1153316.737,1898768.686,41.878066,-87.712522,"(41.878066, -87.712522)",868795,41.87819851,-87.71248436,0,0.3741574,0.10685706,0.48462478,-20.18050097,needs minor repair,0,0,0,0,0.693147181,0,0,1.386294361,2.197224577,2.079441542,0.693147181,1.791759469,0.603901862,1.196275495,0.902749039,0.769435412,0.477978126,0.416494236,0.31687851,1.219923145,0.515814366,0.906591782,0.409991132,0.240023648,34.10957285,2.197224577,0,0,0,0.34007108,1,0.768881278,1,0.199299451,1,0.997027574,0.992474425,0.991248897
sr18-00254344,no building permit and construction violation,bbd,,completed,alderman's office,2018-12-31,01/16/2019 11:22:35 pm,01/11/2019 02:10:12 pm,1620 w ontario st,NA,NA,60622,1620,w,ontario,st,FALSE,FALSE,NA,,24,1,5,l021,1,12,1215,35,friday,1165378.908,1904267.323,41.892907,-87.668076,"(41.892907, -87.668076)",345485,41.89287929,-87.66807462,0,-0.099782231,-0.395237504,0.48462478,-50.18050097,needs minor repair,0.693147181,0,0,0,0,0,0,0,0,0.693147181,0,0,4.069444444,0.684064327,0.947880117,0.320833333,0.534868421,0.105409357,0.236695906,0.598903509,0.327923977,0.799122807,0.372076023,0.027266082,-38.89042715,0,0,0,0,0.019407348,0,0.009189943,0,0.016714273,0,0.578040193,0.56978761,0.506032092
sr18-00255216,building violation,bba,,open,internet,2018-12-31,01/16/2019 11:22:35 pm,,4374 w 25th st,NA,NA,60623,4374,w,25th,st,FALSE,FALSE,NA,,30,22,8,f027,1,10,1013,6,friday,1147569.805,1887099.653,41.846157,-87.733923,"(41.846157, -87.733923)",858237,41.84615688,-87.73392207,0,-0.006844235,-0.394461107,-1.51537522,76.81949903,sound,1.098612289,1.386294361,0.693147181,1.098612289,0,0.693147181,2.302585093,0,0,2.564949357,0.693147181,0,5.013205155,0.70832453,0.774878513,0.370800761,0.601521234,0.106169449,0.282484682,0.59011198,0.176526516,0.384956687,0.322945278,0.046693429,47.10957285,0,0,0,0,0.010604291,0,0.004465745,0,0.011760768,0,0.162027315,0.068887158,0.221042738
sr18-00255244,building violation,bba,,completed,internet,2018-12-31,01/16/2019 11:22:35 pm,01/03/2019 09:17:51 pm,4374 w 25 st,NA,NA,60623,4374,w,25,st,FALSE,FALSE,NA,,30,22,8,f027,1,10,1013,6,friday,1147569.805,1887099.653,41.846157,-87.733923,"(41.846157, -87.733923)",858237,41.84615688,-87.73392207,0,-0.006844235,-0.394461107,-1.51537522,76.81949903,sound,1.098612289,1.386294361,0.693147181,1.098612289,0,0.693147181,2.302585093,0,0,2.564949357,0.693147181,0,5.013205155,0.70832453,0.774878513,0.370800761,0.601521234,0.106169449,0.282484682,0.59011198,0.176526516,0.384956687,0.322945278,0.046693429,47.10957285,0,0,0,0,0.010604291,0,0.004465745,0,0.011760768,0,0.162027315,0.068887158,0.221042738
sr18-00255730,building violation,bba,,completed,phone call,2018-12-31,01/16/2019 11:19:59 pm,01/16/2019 04:36:35 pm,4039 n laporte ave,NA,NA,60641,4039,n,laporte,ave,TRUE,FALSE,NA,sr18-00014201,15,45,3,d012,2,16,1624,11,thursday,1142734.341,1926615.249,41.954683,-87.750684,"(41.954683, -87.750684)",150872,41.95468343,-87.75068321,0,-0.18343226,2.631264919,1.48462478,4.819499028,sound,1.098612289,1.609437912,2.302585093,0,0.693147181,0,0.693147181,0,1.098612289,0.693147181,0.693147181,0,1.167142559,0.613831047,0.733407619,0.302040532,0.560554356,0.20871927,0.268403092,0.536736542,0.154328296,0.477749147,0.436729577,0.013162476,-13.89042715,1.098612289,0,2.995732274,0,0.145892268,1,0.703192258,1,0.20582366,1,0.975584982,0.990093992,0.99205276
sr18-00256490,no building permit and construction violation,bbd,,open,phone call,2018-12-31,01/16/2019 11:22:45 pm,,1511 w ohio st,NA,NA,60642,1511,w,ohio,st,FALSE,FALSE,NA,,24,1,5,m021,1,12,1215,37,friday,1165923.662,1903979.167,41.892104,-87.666084,"(41.892104, -87.666084)",346925,41.89210442,-87.66608298,0,0.342050521,-0.369434377,-1.51537522,-33.18050097,unknown,0,0,0,0,0,1.098612289,0,0,0,0,0,0,4.069444444,0.684064327,0.947880117,0.320833333,0.534868421,0.105409357,0.236695906,0.598903509,0.327923977,0.799122807,0.372076023,0.027266082,-38.89042715,0,0,0,0,0.01435317,0,0.006570876,0,0.013744862,0,0.380453861,0.371316404,0.349770992
sr18-00256670,building violation,bba,,completed,phone call,2018-12-31,01/16/2019 11:22:41 pm,01/08/2019 01:22:43 pm,7220 s seeley ave,NA,NA,60636,7220,s,seeley,ave,FALSE,FALSE,NA,,67,17,11,k039,3,7,735,37,thursday,1163878.624,1856651.025,41.762274,-87.674926,"(41.762274, -87.674926)",584579,41.76231728,-87.67482757,1,-0.710041752,-0.408645386,0.48462478,20.81949903,sound,0,2.197224577,0,0.693147181,0,1.098612289,0,2.079441542,0,1.098612289,0,0.693147181,0.237799093,0.932644672,0.571729735,0.476019817,0.560556551,0.358068936,0.268999684,0.874565194,0.324971013,0.62749025,0.162643618,0.399915674,40.10957285,0,0,0,0,0.021444568,0,0.011085962,0,0.021225661,0,0.6276097,0.645178377,0.641893337
sr18-00256894,building violation,bba,,open,phone call,2018-12-31,01/16/2019 11:22:32 pm,,501 n central ave,NA,NA,60644,501,n,central,ave,FALSE,FALSE,NA,,25,37,6,c021,2,15,1523,37,tuesday,1139087.587,1902838.037,41.889503,-87.76467,"(41.889503, -87.76467)",350832,41.88938364,-87.76503865,1,0.082767923,2.916528574,2.48462478,-8.180500972,needs minor repair,1.098612289,1.386294361,2.079441542,1.098612289,0.693147181,1.386294361,0,0,1.098612289,0.693147181,0,0,0.291315906,0.830305716,0.749556934,0.490031015,0.603289765,0.423072663,0.392334958,0.970591493,0.283285335,0.446665928,0.294915817,0.117634027,24.10957285,3.33220451,0,3.688879454,0,0.665523626,1,0.995472914,1,0.518751206,1,0.999848367,0.999578335,0.999862907
sr18-00256911,building violation,bba,,completed,phone call,2018-12-31,01/16/2019 11:19:50 pm,01/10/2019 02:02:47 pm,7156 s dorchester ave,NA,NA,60619,7156,s,dorchester,ave,FALSE,FALSE,NA,,43,8,12,t039,2,3,324,1,friday,1186719.142,1857613.88,41.764406,-87.591183,"(41.764406, -87.591183)",866072,41.76430278,-87.59109572,0,0.247797983,2.068527808,-0.51537522,-10.18050097,sound,0,0,0.693147181,0,0.693147181,0.693147181,0,0,0,0,0,1.098612289,0.229452055,1.484961286,1.128499107,0.702352591,0.709350804,0.402173913,0.535586659,0.745235259,0.432846933,0.254318046,0.355122096,0.171083979,6.109572851,1.945910149,2.079441542,0,0,0.11735133,1,0.207433068,1,0.110344415,1,0.963587267,0.945104637,0.959756971
sr18-00259054,building violation,bba,,open,internet,2018-12-31,01/16/2019 11:22:45 pm,,6959 w higgins ave,NA,NA,60656,6959,w,higgins,ave,FALSE,FALSE,NA,,10,41,1,y109,1,16,1613,38,tuesday,1128738.834,1935658.445,41.979748,-87.801929,"(41.979748, -87.801929)",67210,41.97992162,-87.80200765,0,-0.294526308,1.347305397,-1.51537522,22.81949903,unknown,0,0,0,0,0,0,0,0,0,1.386294361,0,0,0.106664489,0.457611892,0.936295328,0.213165632,0.511760862,0.313214636,0.180169879,0.488075792,0.098578896,0.183763476,0.174861156,0.007595557,-27.89042715,0,0,0,0,0.015449685,0,0.009693676,0,0.017639197,0,0.436917485,0.59253674,0.556355611
sr18-00259640,building violation,bba,,open,internet,2019-01-01,01/16/2019 11:19:50 pm,,6435 n leavitt st,NA,NA,60645,6435,n,leavitt,st,FALSE,FALSE,NA,,2,50,2,k006,1,24,2412,32,tuesday,1160556.483,1942844.816,41.998867,-87.684715,"(41.998867, -87.684715)",23676,41.99886173,-87.68489575,1,0.437039983,0.193295708,0.48462478,-4.180500972,sound,0,0,0.693147181,0,0.693147181,0,0,1.386294361,0.693147181,1.098612289,0,0,1.668608886,0.533243159,1.224326293,0.258974092,0.698470503,0.324315888,0.222973676,0.652169389,0.261055041,1.323379461,0.503381542,0.011861409,-2.890427149,1.098612289,0,0,0,0.036387544,1,0.047188523,1,0.079145468,1,0.821452978,0.876061692,0.929327517
sr19-00000892,building violation,bba,,open,phone call,2019-01-01,01/16/2019 11:24:43 pm,,1325 s avers ave,NA,NA,60623,1325,s,avers,ave,FALSE,FALSE,NA,,29,24,6,g025,1,10,1011,24,wednesday,1151004.753,1893499.185,41.863651,-87.721149,"(41.863651, -87.721149)",374382,41.86362157,-87.7212943,0,0.447411037,-0.070264683,0.48462478,-25.18050097,sound,0,0,0,0,0,0,0,1.791759469,0,0,0,0,0.699596774,1.242943548,0.78125,0.712365591,0.560819892,0.222782258,0.323084677,1.213373656,0.376176075,0.698252688,0.326444892,0.231518817,38.10957285,1.386294361,0,0,0,0.058539296,1,0.074821065,1,0.080516996,1,0.90648803,0.898893909,0.930934206
sr19-00001168,no building permit and construction violation,bbd,,open,internet,2019-01-01,01/16/2019 11:23:33 pm,,354 w 65th st,NA,NA,60621,354,w,65th,st,FALSE,FALSE,NA,,68,20,12,p037,2,7,722,29,monday,1174848.947,1862007.295,41.776735,-87.634559,"(41.776735, -87.634559)",540530,41.77673498,-87.63455846,0,0.248766506,0.02489014,0.48462478,-40.18050097,needs minor repair,0,0,0.693147181,0,0,1.098612289,0,0,0.693147181,0,1.098612289,0,0.208854088,1.055865081,0.55609095,0.594338202,0.437735281,0.306128595,0.264418009,0.687547056,0.373136576,0.588164433,0.159162777,0.404908899,45.10957285,0,0,0,0,0.06675467,1,0.048178898,1,0.052631541,1,0.919997923,0.877183362,0.884770213
sr19-00001159,no building permit and construction violation,bbd,,completed,internet,2019-01-01,01/18/2019 09:52:50 pm,01/18/2019 09:52:48 pm,6700 s stewart ave,NA,NA,60621,6700,s,stewart,ave,FALSE,FALSE,NA,,68,6,11,o038,2,7,722,15,monday,1174672.222,1860450.743,41.772468,-87.635254,"(41.772468, -87.635254)",557322,41.77257233,-87.63499899,0,0.410220009,0.155124748,0.48462478,-30.18050097,needs major repair,0,1.609437912,3.433987204,1.386294361,1.791759469,0.693147181,1.098612289,0.693147181,1.386294361,0,0,0.693147181,0.208854088,1.055865081,0.55609095,0.594338202,0.437735281,0.306128595,0.264418009,0.687547056,0.373136576,0.588164433,0.159162777,0.404908899,45.10957285,0,0,0,0,0.074747018,1,0.088490583,1,0.060180527,1,0.930323519,0.906660435,0.900575375
sr19-00001175,no building permit and construction violation,bbd,,open,internet,2019-01-01,01/16/2019 11:23:56 pm,,6620 s harvard ave,NA,NA,60621,6620,s,harvard,ave,FALSE,FALSE,NA,,68,6,12,p037,2,7,722,15,monday,1175123.855,1860939.486,41.773799,-87.633583,"(41.773799, -87.633583)",553251,41.77382082,-87.63341684,0,0.497711775,0.230995088,0.48462478,-60.18050097,sound,0,0,0,0,0,1.386294361,0,0,0,0,0,0,0.208854088,1.055865081,0.55609095,0.594338202,0.437735281,0.306128595,0.264418009,0.687547056,0.373136576,0.588164433,0.159162777,0.404908899,45.10957285,1.098612289,0,0,0,0.074222326,1,0.076666669,1,0.083396701,1,0.9297066,0.900019733,0.934457081
sr19-00001180,no building permit and construction violation,bbd,,open,internet,2019-01-01,01/16/2019 11:23:23 pm,,6601 s harvard ave,NA,NA,60621,6601,s,harvard,ave,FALSE,FALSE,NA,,68,6,12,p037,2,7,722,15,monday,1175301.309,1861137.512,41.774338,-87.632927,"(41.774338, -87.632927)",551046,41.77439011,-87.63313995,0,0.113158557,0.411951593,1.48462478,-30.18050097,needs major repair,0,0,0.693147181,0,1.386294361,0,0,0,0,0,0,0,0.208854088,1.055865081,0.55609095,0.594338202,0.437735281,0.306128595,0.264418009,0.687547056,0.373136576,0.588164433,0.159162777,0.404908899,45.10957285,1.098612289,0,0,0,0.086588552,1,0.126856266,1,0.117019018,1,0.942319157,0.92274186,0.964430597
sr19-00001185,no building permit and construction violation,bbd,,completed,internet,2019-01-01,01/16/2019 11:24:03 pm,01/15/2019 08:56:09 pm,2041 w marquette rd,NA,NA,60636,2041,w,marquette,rd,FALSE,FALSE,NA,,67,16,11,k038,2,7,726,24,thursday,1163740.229,1860130.113,41.771824,-87.675336,"(41.771824, -87.675336)",559723,41.7719472,-87.67538142,0,0.516403908,0.091475996,0.48462478,-20.18050097,needs minor repair,0,0,0,0,1.386294361,0,0,0,0,0,0,1.098612289,0.237799093,0.932644672,0.571729735,0.476019817,0.560556551,0.358068936,0.268999684,0.874565194,0.324971013,0.62749025,0.162643618,0.399915674,40.10957285,2.079441542,0,0,0,0.123512375,1,0.263734416,1,0.105403499,1,0.966769486,0.955820741,0.956061692
sr19-00001403,building violation,bba,,completed,phone call,2019-01-01,01/16/2019 11:24:19 pm,01/08/2019 03:05:08 pm,4127 s michigan ave,NA,NA,60653,4127,s,michigan,ave,FALSE,FALSE,NA,,38,3,9,q031,1,2,213,24,tuesday,1177961.386,1877561.239,41.819346,-87.622678,"(41.819346, -87.622678)",428982,41.8193321,-87.62295627,0,0.587862872,1.078711127,1.48462478,-41.18050097,sound,0,0,0,0,0,0,0,0,0.693147181,0,0,1.386294361,0.351791531,0.780311256,0.985884908,0.514296055,0.851610568,0.399927615,0.326094824,0.653275425,0.382193268,0.574375679,0.463264567,0.143684401,8.109572851,2.197224577,0,2.397895273,0,0.248640125,1,0.799267989,1,0.233152457,1,0.992777691,0.993402918,0.994711533
sr19-00006838,building violation,bba,,open,internet,2019-01-02,01/16/2019 11:23:23 pm,,3740 w lyndale st,NA,NA,60647,3740,w,lyndale,st,FALSE,FALSE,NA,,22,35,3,g017,2,25,2525,21,monday,1150900.353,1914763.642,41.922005,-87.720976,"(41.922005, -87.720976)",272445,41.92191889,-87.72099967,1,0.027557191,-0.301784798,0.48462478,-24.18050097,needs minor repair,0,0,0,0,0.693147181,0,0,1.609437912,0.693147181,1.098612289,0,0,4.433376233,0.603432003,0.998198198,0.324066924,0.509309309,0.159330759,0.244530245,0.642728443,0.342857143,1.062548263,0.415444015,0.032175032,-25.89042715,0,0,0,0,0.022672423,0,0.014015936,0,0.029288788,1,0.652591785,0.71699434,0.778454588
sr19-00001537,building violation,bba,,open,phone call,2019-01-01,01/16/2019 11:23:08 pm,,2341 n avers ave,NA,NA,60647,2341,n,avers,ave,FALSE,FALSE,NA,,22,35,3,g017,2,25,2525,21,monday,1150391.627,1915469.768,41.923953,-87.722826,"(41.923953, -87.722826)",851671,41.92392822,-87.72293917,0,0.220291337,-0.372851173,0.48462478,-14.18050097,sound,0.693147181,0,0,0,0.693147181,0,0,0.693147181,0,1.098612289,0,0,4.433376233,0.603432003,0.998198198,0.324066924,0.509309309,0.159330759,0.244530245,0.642728443,0.342857143,1.062548263,0.415444015,0.032175032,-25.89042715,2.564949357,0,0,0,0.052796559,1,0.135902903,1,0.060215728,1,0.893474581,0.926000935,0.90064496
sr19-00001694,building violation,bba,,open,phone call,2019-01-01,01/16/2019 11:23:30 pm,,4340 s berkeley ave,NA,NA,60653,4340,s,berkeley,ave,FALSE,FALSE,NA,,39,4,9,s032,2,2,222,5,tuesday,1183930.393,1876244.513,41.815596,-87.600823,"(41.815596, -87.600823)",432386,41.81566099,-87.6007571,0,0.833644783,-0.086768504,1.48462478,-41.18050097,needs minor repair,0,0,0,0,0,0,0,0.693147181,0,0,1.098612289,0,0.314201619,1.083149375,0.853568801,0.80647535,0.579102281,0.248712288,0.468727005,0.727740986,0.228108904,0.437086093,0.570272259,0.089036056,-22.89042715,1.098612289,0,0,0,0.06099823,1,0.078441867,1,0.068085498,1,0.910951862,0.901037545,0.913567015
sr19-00001769,building violation,bba,,open,phone call,2019-01-01,01/16/2019 11:23:23 pm,,2117 w arthur ave,NA,NA,60645,2117,w,arthur,ave,FALSE,FALSE,NA,,2,50,2,k006,1,24,2412,13,tuesday,1160908.898,1943052.333,41.999429,-87.683413,"(41.999429, -87.683413)",22575,41.99954352,-87.68336024,0,1.191047617,0.201758964,1.48462478,-0.180500972,sound,0,0,0,0,0.693147181,1.098612289,0,1.791759469,1.791759469,0.693147181,0,0,1.668608886,0.533243159,1.224326293,0.258974092,0.698470503,0.324315888,0.222973676,0.652169389,0.261055041,1.323379461,0.503381542,0.011861409,-2.890427149,3.135494216,0,0,0,0.166797666,1,0.673699641,1,0.17738829,1,0.981305499,0.988928701,0.987524537
sr19-00001826,building violation,bba,,open,phone call,2019-01-01,01/16/2019 11:23:30 pm,,3347 w douglas blvd,NA,NA,60623,3347,w,douglas,blvd,FALSE,FALSE,NA,,29,24,7,h025,2,10,1021,12,friday,1154100.92,1892985.443,41.862181,-87.709797,"(41.862181, -87.709797)",374924,41.86235137,-87.70986224,0,0.596104677,0.065983584,0.48462478,-30.18050097,needs minor repair,0,0.693147181,0.693147181,0.693147181,0,0,0,1.609437912,0,0,0,0,0.699596774,1.242943548,0.78125,0.712365591,0.560819892,0.222782258,0.323084677,1.213373656,0.376176075,0.698252688,0.326444892,0.231518817,38.10957285,0,0,0,0,0.040688067,1,0.021815204,1,0.033596523,1,0.848524692,0.808067716,0.812861816
sr19-00002088,building violation,bba,,open,phone call,2019-01-01,01/16/2019 11:24:16 pm,,917 e marquette rd,NA,NA,60637,917,e,marquette,rd,FALSE,FALSE,NA,,42,5,12,s037,2,3,321,16,monday,1183577.408,1861337.692,41.774698,-87.602582,"(41.774698, -87.602582)",547917,41.77469845,-87.60258144,1,0.39235126,1.740205239,-1.51537522,-21.18050097,unknown,0,4.454347296,1.609437912,3.850147602,1.098612289,0,1.098612289,0,1.098612289,1.386294361,0,0,0.225786164,1.411949686,0.880188679,0.761006289,0.648742138,0.289622642,0.396855346,0.617610063,0.425786164,0.286163522,0.389308176,0.258805031,9.109572851,2.890371758,0,3.17805383,0,0.518549546,1,0.987066116,1,0.411904737,1,0.999378927,0.99917121,0.999549255
sr19-00002101,building violation,bba,,open,phone call,2019-01-01,01/16/2019 11:24:06 pm,,3048 n natoma ave,NA,NA,60634,3048,n,natoma,ave,FALSE,FALSE,NA,,18,36,3,z115,1,25,2511,28,tuesday,1131480.394,1919739.287,41.936018,-87.792216,"(41.936018, -87.792216)",227950,41.93601752,-87.79221483,0,-1.22128834,-0.470437587,-0.51537522,-16.18050097,sound,0,0,0,0,0,0.693147181,0,0.693147181,0,0,0.693147181,0,0.648501362,0.543256131,0.863079019,0.320163488,0.561989101,0.214237057,0.227179837,0.566416894,0.122956403,0.508514986,0.480926431,0.018051771,1.109572851,0,0,0,0,0.01185382,0,0.005162943,0,0.013322073,0,0.236622527,0.162280729,0.308898582
sr19-00002359,building violation,bba,,completed,internet,2019-01-01,01/16/2019 11:24:28 pm,01/16/2019 01:38:20 pm,6316 n richmond st,NA,NA,60659,6316,n,richmond,st,FALSE,FALSE,NA,,2,50,2,i007,1,24,2413,17,tuesday,1155398.528,1941859.31,41.996268,-87.703716,"(41.996268, -87.703716)",28086,41.99626825,-87.70371546,0,0.163952835,1.774434804,1.48462478,-0.180500972,sound,2.197224577,0,0,0,0,0,0,0,0,1.098612289,0,0,1.668608886,0.533243159,1.224326293,0.258974092,0.698470503,0.324315888,0.222973676,0.652169389,0.261055041,1.323379461,0.503381542,0.011861409,-2.890427149,2.397895273,0,3.091042453,0,0.190177954,1,0.800055607,1,0.202702402,1,0.986116217,0.993431999,0.991676793
sr19-00002384,building violation,bba,,completed,internet,2019-01-01,01/16/2019 11:24:09 pm,01/16/2019 01:36:54 pm,6318 n richmond st,NA,NA,60659,6318,n,richmond,st,FALSE,FALSE,NA,,2,50,2,i007,1,24,2413,17,tuesday,1155398.528,1941875.03,41.996311,-87.703716,"(41.996311, -87.703716)",28086,41.99631139,-87.70371504,0,0.163952835,1.774434804,1.48462478,-0.180500972,sound,2.197224577,0,0,0,0,0,0,0,0,1.098612289,0,0,1.668608886,0.533243159,1.224326293,0.258974092,0.698470503,0.324315888,0.222973676,0.652169389,0.261055041,1.323379461,0.503381542,0.011861409,-2.890427149,2.397895273,0,3.091042453,0,0.190177954,1,0.800055607,1,0.202702402,1,0.986116217,0.993431999,0.991676793
sr19-00002542,building violation,bba,,completed,phone call,2019-01-02,01/16/2019 11:23:46 pm,01/16/2019 01:39:12 pm,1309 w lunt ave,NA,NA,60626,1309,w,lunt,ave,FALSE,FALSE,NA,,1,49,2,m005,3,24,2431,26,tuesday,1166119.41,1946533.573,42.008871,-87.664145,"(42.008871, -87.664145)",886520,42.0090421,-87.66418296,0,0.461204359,0.947431424,-1.51537522,77.81949903,sound,0,0,0.693147181,0,0.693147181,0,0,0,0,1.791759469,0.693147181,0,2.826802953,0.618682567,1.878762067,0.391822828,0.765758092,0.322827939,0.389551391,0.404599659,0.38330494,1.257240204,0.810902896,0.012208972,-9.890427149,0,0,0,0,0.016550048,0,0.00785073,0,0.020284571,0,0.486808953,0.494322065,0.621321078
sr19-00002649,building violation,bba,,open,internet,2019-01-02,01/16/2019 11:24:12 pm,,7605 s sangamon st,NA,NA,60620,7605,s,sangamon,st,FALSE,FALSE,NA,,71,17,11,n040,2,6,621,2,thursday,1171373.007,1854355.691,41.755815,-87.647526,"(41.755815, -87.647526)",600581,41.75581484,-87.64752473,0,0.496956773,-0.044254607,0.48462478,-20.18050097,sound,0,0.693147181,0,0,0,0,0,1.098612289,1.098612289,0.693147181,0,0,0.110977288,1.093943565,0.77279766,0.532518926,0.596180317,0.344459738,0.410099794,0.84901927,0.345320028,0.400550585,0.233052306,0.155282175,25.10957285,0,0,0,0,0.043505771,1,0.032157753,1,0.041819901,1,0.862186218,0.851112842,0.852831698
sr19-00003382,building violation,bba,,open,phone call,2019-01-02,01/16/2019 11:23:43 pm,,3655 w ohio st,NA,NA,60624,3655,w,ohio,st,FALSE,FALSE,NA,,23,27,6,g021,2,11,1122,23,thursday,1151700.944,1903676.844,41.891566,-87.718326,"(41.891566, -87.718326)",871980,41.8916578,-87.71841496,0,0.03717265,-0.35446191,-1.51537522,-20.18050097,unknown,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.270446993,0.777360918,0.717654625,0.459641977,0.58880909,0.178368528,0.414299496,1.062814878,0.365526852,0.658698682,0.381820131,0.160252975,36.10957285,2.079441542,0,0,0,0.086478282,1,0.151648541,1,0.069945932,1,0.942204912,0.931046373,0.916364958
sr19-00003579,building violation,bba,,open,phone call,2019-01-02,01/16/2019 11:24:40 pm,,6460 w belle plaine ave,NA,NA,60634,6460,w,belle plaine,ave,FALSE,FALSE,NA,,17,38,3,z112,3,16,1632,26,tuesday,1132309.844,1926812.928,41.955414,-87.789002,"(41.955414, -87.789002)",149930,41.95541397,-87.78900137,0,-0.310486327,2.329117518,3.48462478,59.81949903,sound,0,0,0,0,0,0,0,0,0,0,0,0,0.418301745,0.509977457,0.672288553,0.210069299,0.605994823,0.167821658,0.217249729,0.517909326,0.096184353,0.272188361,0.374050263,0.014360858,-20.89042715,0,0,0,0,0.015268401,0,0.013139852,0,0.020280192,0,0.428153918,0.6994132,0.621277458
